ticker,fiscal_period,qoq_rev,yoy_rev,qoq_eps,yoy_eps,momentum,net_margin,gross_margin,oper_margin,roe,de_ratio,current_ratio,cash_ratio,asset_turn,eps_status,eps_surprise
CL,Q4 2024,-1.7485,-0.101,2.2472,7.0588,-7.0356,14.9444,60.3033,21.9616,135.8456,28.4963,0.9233,0.1903,0.3082,0.0,-77.1364
CMG,Q1 2021,8.3264,23.4484,30.2139,28.496,15.6091,7.298,39.2441,9.5953,6.0596,1.9316,1.7468,0.8331,0.2832,0.0,-58.9091
CMG,Q2 2021,8.6682,38.6741,28.9528,-4930.7692,43.5194,9.9324,39.6359,13.1987,8.6458,1.9071,1.7329,0.7999,0.2994,0.0,-79.1094
CMG,Q3 2021,3.1586,21.9119,-1.1146,92.8571,7.8265,10.4714,38.621,12.5153,8.8465,1.8679,1.7846,0.8474,0.2946,0.0,-77.6462
CMG,Q4 2021,0.4261,21.9519,5.314,74.8663,10.3227,6.8078,36.5428,8.3134,5.8099,1.8959,1.2826,0.9333,0.2947,0.0,-90.125
CMG,Q1 2022,3.0554,16.0179,-13.4557,16.2218,-7.4305,7.8342,37.101,9.6277,7.4179,2.0306,1.3152,0.7387,0.3124,0.0,-91.0
CMG,Q2 2022,9.542,16.9508,59.7173,43.949,-21.7233,11.7443,39.5586,15.4644,12.0668,2.0384,0.9687,0.6264,0.3382,0.0,-84.0769
CMG,Q3 2022,0.3089,13.7201,0.2212,45.8937,-8.1918,11.5819,39.8451,15.4319,11.0484,1.9292,0.8072,0.4483,0.3257,0.0,-73.1594
CMG,Q4 2022,-1.7826,11.2191,-2.8698,34.5566,-10.7328,10.2599,39.6307,13.8547,9.4478,1.9254,0.7167,0.4165,0.3148,0.0,-81.764
CMG,Q1 2023,8.6206,17.2252,0.4545,56.1837,1.2072,12.313,40.9653,15.8731,11.7519,1.8422,0.6807,0.4583,0.3358,0.0,-78.449
CMG,Q2 2023,6.1734,13.6202,35.6335,32.6327,-3.3306,13.5911,41.3775,17.8165,12.3529,1.7296,0.718,0.514,0.333,0.0,-77.0741
CMG,Q3 2023,-1.704,11.3402,-11.5096,17.1082,-2.3799,12.6709,40.2602,16.2702,10.8518,1.741,0.7517,0.5537,0.3125,0.0,-70.8462
CMG,Q4 2023,1.795,15.3958,-11.0273,7.2727,4.1767,11.2103,40.0891,14.703,9.2119,1.627,0.8596,0.544,0.3128,0.0,-80.6038
CMG,Q1 2024,7.373,14.0704,21.2924,29.5249,-3.1548,13.2978,41.7352,16.5358,10.6888,1.5024,0.9558,0.7293,0.3212,0.0,-74.8269
CMG,Q2 2024,10.0401,18.2247,34.9345,28.8574,4.6045,15.3264,41.8468,19.9055,12.2762,1.4031,1.0574,0.7732,0.3333,0.0,-72.3417
CMG,Q3 2024,-6.0388,13.0111,-98.3819,-97.6437,1.6709,13.8671,39.3275,17.4841,10.7194,1.4936,0.9747,0.673,0.31,0.0,-74.4685
CMG,Q4 2024,1.8519,13.0743,-4.0,-97.4576,-2.3216,11.66,39.2137,14.6298,9.0756,1.5179,0.9465,0.6404,0.3091,0.0,-81.1085
COP,Q1 2021,70.6495,112.7756,34900.0,-67.5926,159.7374,9.51,56.5853,16.9185,2.2755,0.9394,2.0342,0.3941,0.1234,1.0,3540.5
COP,Q2 2021,-1.6851,196.8421,105.7143,-241.1765,253.8395,20.5969,70.4689,32.4074,4.7226,0.9289,2.107,0.8108,0.1189,0.0,-696.3462
COP,Q3 2021,14.4011,164.9783,98.6111,-1053.3333,212.2219,20.4839,64.0176,32.0045,5.3927,0.979,1.9314,0.941,0.133,1.0,530.0
COP,Q4 2021,35.793,160.6346,53.1469,218900.0,185.5415,16.6572,58.7978,32.4012,5.7856,0.9967,1.3352,0.4183,0.174,1.0,608.5357
COP,Q1 2022,17.1391,78.9076,8.2192,577.1429,-33.868,31.1735,63.4568,38.9087,11.701,0.8958,1.5129,0.5518,0.198,1.0,888.4318
COP,Q2 2022,17.6085,114.0169,62.4473,434.7222,-82.8252,23.6802,57.4999,35.0808,10.2486,0.8663,1.5439,0.5656,0.2319,1.0,759.087
COP,Q3 2022,-0.336,86.4474,-1.2987,165.7343,-78.5309,20.9061,57.2781,35.4715,9.2239,0.9323,1.4612,0.5723,0.2283,1.0,574.9808
COP,Q4 2022,-11.2219,21.8946,-12.1053,52.5114,-138.74,16.9007,54.562,27.1015,6.7683,0.9546,1.4594,0.5027,0.2049,1.0,302.2295
COP,Q1 2023,-19.767,-16.5097,-19.1617,13.9241,-95.4173,18.9445,60.2049,31.7687,6.1151,0.9137,1.395,0.6037,0.1687,1.0,625.6364
COP,Q2 2023,-16.4614,-40.6959,-10.7407,-37.4026,-154.7129,17.3225,64.1754,27.2022,4.6959,0.8852,1.414,0.6006,0.1438,1.0,310.7778
COP,Q3 2023,15.3745,-31.3476,-6.639,-40.7895,-117.7949,18.8215,62.7136,29.7861,5.8603,0.9615,1.6619,0.8541,0.1587,1.0,587.7059
COP,Q4 2023,1.4328,-21.5616,16.4444,-21.5569,-43.4562,19.9416,62.345,27.5217,6.102,0.9465,1.4323,0.5632,0.1572,1.0,838.4815
COP,Q1 2024,-4.6157,-6.7492,-11.8321,-14.4444,9.7605,17.7362,62.9146,27.1014,5.1718,0.9331,1.3501,0.5485,0.1508,1.0,392.2045
COP,Q2 2024,-1.6825,9.7478,-2.1645,-6.2241,50.4437,16.4698,65.646,27.6006,4.6819,0.9297,1.3303,0.4159,0.1473,1.0,237.9153
COP,Q3 2024,-3.7833,-8.4757,-0.885,-0.4444,22.8718,15.133,65.111,24.9596,4.1278,0.9386,1.3794,0.515,0.1407,1.0,261.8367
COP,Q4 2024,8.5697,-2.0359,-11.1607,-24.0458,19.5256,15.6106,65.658,23.1384,3.5589,0.8949,1.2906,0.4625,0.1203,1.0,389.3846
CRM,Q1 2021,2.5099,22.5694,1.3514,36.3636,-7.6153,7.8652,73.9225,5.9366,1.1018,0.5243,1.3342,0.5576,0.0919,0.0,-59.3307
CRM,Q2 2021,6.3223,23.0829,17.3333,23.9437,-5.7888,8.4385,74.5584,5.2366,0.9636,0.5969,0.9346,0.3622,0.0715,0.0,-53.9688
CRM,Q3 2021,8.2492,26.647,0.0,18.9189,6.5716,6.8192,73.1313,0.5537,0.8203,0.5325,1.0613,0.3161,0.0785,0.0,-64.0902
CRM,Q4 2021,6.7463,25.9412,-5.6818,12.1622,6.0278,-0.3822,72.5089,-2.4024,-0.0482,0.6378,1.0487,0.2508,0.0769,0.0,-102.2344
CRM,Q1 2022,1.1603,24.2831,-10.8434,-1.3333,1.7137,0.3778,72.4059,0.2699,0.0476,0.58,1.0257,0.3447,0.0797,0.0,-97.9343
CRM,Q2 2022,4.1695,21.7666,31.0811,10.2273,-1.3163,0.8808,72.4482,2.5,0.1131,0.5666,1.0581,0.3452,0.082,0.0,-94.9853
CRM,Q3 2022,1.5155,14.192,5.1546,15.9091,-12.4549,2.6796,73.3572,5.8696,0.3538,0.5481,1.0539,0.3334,0.0853,0.0,-84.8489
CRM,Q4 2022,6.9797,14.4417,23.5294,51.8072,-11.4995,-1.1689,74.9523,14.1341,-0.1679,0.6938,1.0195,0.271,0.0848,0.0,-108.0403
CRM,Q1 2023,-1.6341,11.2805,7.1429,82.4324,-13.0026,2.413,74.2331,13.6171,0.3466,0.6293,1.0164,0.4233,0.0882,0.0,-83.3525
CRM,Q2 2023,4.3167,11.4378,-0.7407,38.1443,-10.3287,14.7274,75.4388,17.7264,2.1814,0.5917,1.016,0.3255,0.0931,1.0,11.0684
CRM,Q3 2023,1.36,11.2671,29.1045,69.6078,-2.925,14.0367,75.2867,17.844,2.1071,0.5669,1.0417,0.3327,0.0958,1.0,5.8235
CRM,Q4 2023,6.5023,10.7705,8.0925,48.4127,-3.6712,15.5702,76.8709,19.3281,2.4243,0.6736,1.0917,0.3181,0.093,1.0,36.9083
CRM,Q1 2024,-1.6582,10.7433,16.0428,60.7407,-0.5372,16.7853,76.3276,18.8,2.5686,0.6115,1.1061,0.4302,0.095,1.0,39.8584
CRM,Q2 2024,2.1023,8.3924,2.3041,65.6716,-3.0454,15.3244,76.8472,20.1823,2.4795,0.5994,1.041,0.3658,0.1012,1.0,27.7931
CRM,Q3 2024,1.2761,8.3028,7.6577,38.1503,-2.9643,16.169,77.7107,20.6374,2.6091,0.5616,1.1058,0.4127,0.1033,1.0,35.3644
CRM,Q4 2024,5.8132,7.602,1.2552,29.4118,-3.1685,17.092,77.8145,21.1948,2.7921,0.6826,1.0624,0.3162,0.0971,1.0,60.6216
CVX,Q1 2021,23.9866,4.6154,966.6667,-66.8394,17.7307,4.4311,43.4676,5.6603,1.0359,0.8178,1.1075,0.2575,0.1286,0.0,-6.5195
CVX,Q2 2021,16.2215,125.6043,121.875,-294.5205,181.5303,8.5334,42.8829,9.1148,2.3015,0.8132,1.1715,0.2674,0.1487,1.0,108.7273
CVX,Q3 2021,17.8171,77.3222,48.5915,4120.0,108.3236,14.3613,43.9885,14.5023,4.4697,0.755,1.2759,0.2381,0.1773,1.0,313.7792
CVX,Q4 2021,7.7764,82.9756,20.3791,4133.3333,110.4818,11.0224,34.1096,10.8109,3.6123,0.7117,1.2593,0.2105,0.1915,1.0,247.6447
CVX,Q1 2022,14.0708,68.3421,9.4488,334.375,63.7267,11.9643,36.1337,13.7535,4.2549,0.6931,1.4328,0.374,0.2101,1.0,303.4198
CVX,Q2 2022,24.9608,81.0006,76.259,245.0704,-44.6037,17.7783,37.7654,19.4716,7.5193,0.6688,1.3085,0.3075,0.2534,1.0,764.7826
CVX,Q3 2022,-2.8514,49.248,2.6531,138.3886,-28.0742,17.6844,38.9825,18.9094,7.0358,0.6271,1.3964,0.4111,0.2445,1.0,868.7333
CVX,Q4 2022,2.4406,41.8591,-13.1213,72.0472,-41.1165,9.7651,49.937,28.5161,3.9646,0.6082,1.4717,0.5168,0.2524,1.0,488.2321
CVX,Q1 2023,-21.9266,-2.9074,-15.5606,32.7338,-71.2496,12.9427,42.1042,19.042,4.0976,0.595,1.4333,0.4644,0.1985,1.0,489.0169
CVX,Q2 2023,-7.0423,-27.7734,-2.439,-26.5306,-108.774,12.7287,38.614,13.3768,3.7728,0.5806,1.4336,0.3113,0.1875,1.0,436.4667
CVX,Q3 2023,14.5374,-14.8454,-4.1667,-31.4115,-64.0934,12.0673,40.2219,16.5366,3.9255,0.5875,1.2546,0.1743,0.2049,1.0,453.6508
CVX,Q4 2023,-12.7589,-27.4801,11.8841,-11.6705,-69.3392,4.788,39.6418,7.7448,1.3951,0.6157,1.275,0.2535,0.1803,1.0,109.1552
CVX,Q1 2024,3.2556,-4.0891,-18.1347,-14.3631,-1.1817,11.292,43.0557,16.6023,3.4029,0.6186,1.2298,0.1906,0.1862,1.0,433.1786
CVX,Q2 2024,1.7612,4.9941,12.3418,-1.3889,32.7674,8.9442,37.7355,11.2761,2.7667,0.6264,1.157,0.1178,0.1902,1.0,333.6607
CVX,Q3 2024,-1.3071,-9.5303,-10.9859,-8.4058,5.315,9.171,37.7632,10.1357,2.8574,0.6508,1.2364,0.1316,0.1887,1.0,322.4237
CVX,Q4 2024,17.9577,22.323,-10.1266,-26.4249,49.8031,5.6124,47.7613,20.436,2.1148,0.6776,1.061,0.1759,0.2246,1.0,265.7
DAL,Q1 2021,4.4551,-51.6993,-9.5455,-293.2039,-33.7466,-28.3614,-41.0602,-63.3253,-244.1909,150.6245,0.863,0.4089,0.0568,0.0,-214.2346
DAL,Q2 2021,71.7108,385.4223,-39.6985,-72.6027,473.7121,9.1496,5.2344,-9.6548,50.8977,57.7892,0.8343,0.4394,0.0946,0.0,-280.1404
DAL,Q3 2021,28.4592,198.9549,-126.6667,-112.2137,274.576,13.2401,17.2821,4.184,46.5081,26.929,0.835,0.4199,0.1258,0.0,-360.6438
DAL,Q4 2021,3.452,138.3589,-75.0,-103.6364,203.6269,-4.3083,6.5259,2.7772,-10.4965,17.6414,0.7603,0.3784,0.1307,1.0,189.7727
DAL,Q1 2022,-1.2883,125.253,-1000.0,-63.8191,176.9523,-10.0556,7.6273,-8.3761,-31.4276,23.6566,0.6534,0.3202,0.1268,0.0,-291.6494
DAL,Q2 2022,47.8819,93.9938,-176.3889,-145.8333,-291.4285,5.3168,21.8099,10.9881,19.2863,18.6287,0.6577,0.3503,0.1848,0.0,-820.0
DAL,Q3 2022,1.0923,52.6655,176.3636,375.0,-146.2894,4.9732,20.3792,10.4186,15.1416,14.8161,0.5721,0.2715,0.1925,0.0,-167.6584
DAL,Q4 2022,-3.864,41.8691,-39.4737,1050.0,-96.4899,6.1705,31.1202,10.9416,12.595,9.9827,0.5016,0.1259,0.1859,0.0,-549.4828
DAL,Q1 2023,-5.0316,36.4891,-51.087,-162.5,-88.7639,-2.8451,17.9168,-2.171,-5.7987,10.6827,0.4716,0.1131,0.1745,1.0,136.7083
DAL,Q2 2023,22.0942,12.6881,228.8889,169.0909,-81.3057,11.7281,31.063,15.9905,22.5556,8.0737,0.4592,0.0937,0.212,0.0,-2006.1333
DAL,Q3 2023,-0.5777,10.8265,44.5946,40.7895,-41.839,7.1539,27.079,12.8099,12.0095,6.9392,0.4447,0.1029,0.2114,0.0,-1012.6316
DAL,Q4 2023,-8.1676,5.8653,-47.1963,22.8261,-36.0038,14.3219,23.6589,9.2948,18.3431,5.6316,0.3887,0.1038,0.1931,0.0,-2225.2
DAL,Q1 2024,-3.3397,7.7514,-69.9115,-24.4444,-28.7377,0.2691,17.7408,4.4661,0.3318,5.7231,0.4066,0.1361,0.1834,0.0,-71.1
DAL,Q2 2024,21.1667,6.9329,594.1176,59.4595,-5.7552,7.8341,28.2027,13.6091,10.5361,5.0711,0.4029,0.1429,0.2215,0.0,-2135.9
DAL,Q3 2024,-5.8891,1.2203,-12.7119,-3.7383,-9.6062,8.1138,23.7354,8.9111,9.3214,4.5231,0.3934,0.1412,0.208,0.0,-4068.8
DAL,Q4 2024,-0.7527,9.3932,-12.1359,60.177,3.528,5.4181,25.6122,11.0354,5.5123,3.9285,0.3691,0.1151,0.2064,1.0,131210.0
DELL,Q1 2021,21.7265,3.1648,46.6667,1.5385,3.215,3.9265,23.3023,4.3692,9.7003,12.315,0.7718,0.2597,0.1855,0.0,-216.451
DELL,Q2 2021,7.0872,6.4136,-22.2222,16.6667,9.1393,3.4352,22.6324,4.204,8.3576,11.3381,0.785,0.2112,0.1972,0.0,-217.4468
DELL,Q3 2021,9.2307,12.5287,22.7273,51.2,9.7359,14.5436,20.9431,3.9585,27.0748,8.5588,0.8203,0.3215,0.1948,0.0,-710.2143
DELL,Q4 2021,5.934,50.8352,5.8201,48.1481,39.6629,0.0071,20.07,5.7481,-0.1266,-59.693,0.801,0.1686,0.3018,0.0,-100.8182
DELL,Q1 2022,-6.7019,15.6087,-11.0,-10.101,12.4439,4.1048,22.1473,5.9351,-45.5202,-38.5397,0.7798,0.1254,0.2954,0.0,-601.7857
DELL,Q2 2022,1.1832,9.2348,-19.1011,-6.4935,2.8213,1.9338,20.5828,4.8061,-18.5481,-33.2232,0.7714,0.1005,0.2977,0.0,-367.88
DELL,Q3 2022,-6.4484,-6.4449,8.3333,-17.4603,-18.9736,0.9911,23.0856,7.1275,-7.2743,-26.2886,0.7458,0.0944,0.2902,0.0,-284.1667
DELL,Q4 2022,1.2864,-10.5494,7.6923,-16.0,-61.3847,2.4522,22.9881,4.7486,-20.2975,-30.6235,0.8199,0.1666,0.2794,0.0,-554.5263
DELL,Q1 2023,-16.4423,-19.8882,-2.9762,-8.427,-35.4969,2.7865,23.9843,5.1095,-19.9384,-29.7599,0.7985,0.163,0.2488,0.0,-573.7059
DELL,Q2 2023,9.6167,-13.211,-16.5644,-5.5556,-22.4458,2.0145,23.4891,5.0798,-17.2581,-32.9978,0.7656,0.1642,0.2677,0.0,-2221.3333
DELL,Q3 2023,-2.9781,-9.9915,-14.7059,-25.641,-3.5466,4.5211,23.136,6.6784,-39.144,-33.3984,0.7567,0.1698,0.2672,1.0,971.8462
DELL,Q4 2023,0.3011,-10.867,17.2414,-19.0476,-0.3176,5.9907,24.7155,7.5768,-62.7111,-39.5206,0.7442,0.1523,0.2718,1.0,1057.375
DELL,Q1 2024,-0.3316,6.3187,31.6176,9.816,26.2069,4.4821,21.8081,4.3382,-36.614,-30.4491,0.7254,0.1221,0.2774,1.0,667.1667
DELL,Q2 2024,12.5067,9.1218,-24.581,-0.7353,22.3328,3.5443,21.4217,5.5622,-31.7125,-30.5627,0.7215,0.0874,0.3027,1.0,323.6207
DELL,Q3 2024,-2.6373,9.5052,40.0,62.931,19.4967,4.8223,21.9979,7.0631,-53.653,-38.4205,0.7684,0.1056,0.2973,1.0,352.0556
DELL,Q4 2024,-1.7853,7.2274,17.4603,63.2353,18.0944,6.4059,23.7265,9.0218,-110.5263,-58.4953,0.7787,0.0781,0.3001,1.0,324.66
DIS,Q1 2021,10.4848,-22.1679,1000.0,-83.4586,-58.5922,0.1046,27.534,1.5939,0.0173,1.0589,1.3137,0.643,0.0805,0.0,-100.4724
DIS,Q2 2021,-3.9141,-13.3814,190.9091,-306.4516,-34.1762,5.7708,37.3471,9.2615,0.9083,1.0187,1.234,0.5964,0.078,0.0,-141.325
DIS,Q3 2021,9.0245,44.5114,1.5625,-324.1379,86.3292,5.393,34.0089,7.9603,0.9124,1.0099,1.239,0.5862,0.0842,1.0,57.8125
DIS,Q4 2021,8.8826,26.0216,47.6923,4700.0,49.1705,0.8579,33.4143,3.2319,0.1555,0.9918,1.083,0.5135,0.091,1.0,9.375
DIS,Q1 2022,17.7242,34.279,30.2083,468.1818,56.447,5.0598,33.2371,10.0646,1.0657,0.9626,1.0957,0.4809,0.1073,0.0,-184.3472
DIS,Q2 2022,-11.7787,23.2883,-6.4,82.8125,36.6697,2.4417,34.5732,8.3121,0.4519,0.9464,1.0617,0.4484,0.0951,0.0,-53.0182
DIS,Q3 2022,11.7149,26.3306,-41.0256,6.1538,-18.1808,6.5523,36.3746,11.3095,1.331,0.9278,1.0234,0.4221,0.1054,0.0,-49.2039
DIS,Q4 2022,-6.2965,8.7191,28.9855,-7.2917,-17.3025,0.804,32.7146,2.6898,0.1495,0.8789,1.0009,0.3995,0.099,0.0,-90.4565
DIS,Q1 2023,16.6849,7.7593,10.1124,-21.6,-26.5197,5.4398,30.3079,8.4765,1.1747,0.8564,0.9942,0.3129,0.1163,1.0,55.5778
DIS,Q2 2023,-7.2176,13.3306,10.2041,-7.6923,-9.9577,5.8263,33.0002,10.4286,1.1516,0.8561,1.0074,0.3707,0.1065,0.0,-53.0203
DIS,Q3 2023,2.3608,3.8411,-27.7778,13.0435,-22.4895,-2.06,35.1948,11.8271,-0.4146,0.8368,1.0687,0.4058,0.1096,0.0,-111.7523
DIS,Q4 2023,-4.8768,5.4144,35.8974,19.1011,-3.3047,1.2429,35.3703,9.8065,0.2336,0.8191,1.0522,0.4554,0.1033,0.0,-87.2212
DIS,Q1 2024,10.8658,0.1574,-1.8868,6.1224,-7.6019,8.115,33.8104,12.4676,1.8114,0.8746,0.8369,0.2318,0.1191,1.0,206.7941
DIS,Q2 2024,-6.2253,1.2285,15.3846,11.1111,-12.1021,-0.0906,35.8239,13.0372,-0.0193,0.8803,0.7494,0.2018,0.1132,0.0,-100.4619
DIS,Q3 2024,4.8544,3.6946,-7.5,42.3077,-0.1466,11.3194,36.4759,14.485,2.489,0.8781,0.7159,0.1672,0.1171,0.0,-30.1311
DIS,Q4 2024,-2.5092,6.2756,16.2162,21.6981,0.8612,2.0377,36.9629,12.16,0.4359,0.8595,0.7295,0.1735,0.115,0.0,-85.9834
EBAY,Q1 2021,6.4568,23.9079,15.8537,31.9444,43.3555,24.2987,77.0281,35.2161,17.0027,3.9684,1.3043,0.325,0.1408,0.0,-39.6603
EBAY,Q2 2021,1.1372,14.1635,5.2632,31.5789,27.1891,402.3238,74.8126,31.2969,82.4677,1.4449,3.9623,0.4203,0.0838,1.0,784.7667
EBAY,Q3 2021,-6.2594,10.7617,-8.0,13.5802,2.3604,10.5558,72.8908,30.9476,2.4121,1.6731,3.3527,0.2349,0.0855,0.0,-80.9118
EBAY,Q4 2021,4.4782,5.4479,6.5217,19.5122,-135.3684,75.354,73.4405,30.884,20.137,1.7231,1.9712,0.2984,0.0981,1.0,56.0667
EBAY,Q1 2022,-4.9751,-5.8757,12.2449,15.7895,-29.7836,-54.0072,72.2513,31.7358,-19.0105,2.2577,1.4751,0.3609,0.1081,0.0,-201.977
EBAY,Q2 2022,-2.4567,-9.2204,-10.9091,-2.0,-23.3838,-21.924,72.6259,25.2271,-10.1278,2.7484,1.2757,0.4386,0.1232,0.0,-145.9135
EBAY,Q3 2022,-1.7341,-4.8381,-7.1429,-1.087,-15.5998,-2.8992,72.8151,26.7647,-1.4218,2.9351,1.3309,0.5126,0.1246,0.0,-105.3122
EBAY,Q4 2022,5.4622,-3.9418,14.2857,6.1224,-9.3898,26.7729,72.8685,25.7371,13.0409,3.0462,1.5448,0.5043,0.1204,0.0,-34.6497
EBAY,Q1 2023,0.0,1.0874,1.9231,-3.6364,6.9631,22.749,72.1116,25.5777,10.5996,2.7134,2.6818,0.6494,0.1255,0.0,-39.9266
EBAY,Q2 2023,1.1952,4.872,-5.6604,2.0408,14.0924,6.7323,71.7323,23.937,3.246,2.7882,2.452,0.638,0.1273,0.0,-81.8068
EBAY,Q3 2023,-1.5748,5.042,3.0,13.1868,9.8801,52.2,71.8,21.6,22.1224,2.5911,2.1568,0.5332,0.118,1.0,35.544
EBAY,Q4 2023,2.48,2.0717,0.0,-0.9615,6.0135,28.2592,72.2873,19.9454,11.3196,2.3802,1.4473,0.4392,0.1185,0.0,-10.75
EBAY,Q1 2024,-0.2342,1.8327,15.534,12.2642,0.7453,17.2144,72.6135,28.2473,7.0142,2.4143,1.1783,0.407,0.1193,0.0,-26.4914
EBAY,Q2 2024,0.626,1.2598,-2.521,16.0,-3.6122,8.7092,71.423,24.689,4.0543,2.6883,1.2535,0.3385,0.1262,0.0,-61.9402
EBAY,Q3 2024,0.1555,3.04,0.8621,13.5922,-2.002,24.6118,71.778,26.5528,11.6974,2.6744,1.2522,0.2818,0.1293,0.0,-4.2721
EBAY,Q4 2024,0.1165,0.6635,5.1282,19.4175,-1.4082,26.328,72.1598,24.4281,13.164,2.7544,1.2409,0.399,0.1332,1.0,17.3967
F,Q1 2021,0.7677,5.5594,-113.3333,-90.4762,20.4868,9.0041,19.1316,6.8014,9.6015,6.677,1.2088,0.2316,0.1389,0.0,-58.6061
F,Q2 2021,-26.1566,38.1034,-1400.0,-77.7778,88.2462,2.097,14.384,-0.0822,1.6128,6.145,1.2133,0.275,0.1076,0.0,-90.8766
F,Q3 2021,33.3844,-4.8479,-207.6923,27.2727,-6.2293,5.1341,15.7666,3.7609,4.9913,5.8842,1.2014,0.3081,0.1412,0.0,-75.7354
F,Q4 2021,5.5909,4.8008,0.0,-286.6667,14.2759,32.5973,14.0268,1.9614,25.2602,4.2864,1.2014,0.2264,0.1466,1.0,53.03
F,Q1 2022,-8.4983,-4.836,57.1429,2100.0,-10.3955,-9.0208,15.7791,3.8955,-6.8982,4.6114,1.1748,0.2326,0.1363,0.0,-143.736
F,Q2 2022,16.5738,50.2318,4.5455,-276.9231,12.1284,1.6596,17.4148,7.1361,1.5078,4.5554,1.1621,0.2257,0.1635,0.0,-88.4028
F,Q3 2022,-1.9856,10.3943,13.0435,85.7143,15.2422,-2.0994,12.7894,1.2794,-1.9649,4.8666,1.1988,0.239,0.1595,0.0,-113.1859
F,Q4 2022,11.6953,16.7764,17.3077,117.8571,11.9755,2.9296,14.0526,3.5478,2.9861,4.9278,1.2024,0.2595,0.1719,0.0,-80.8869
F,Q1 2023,-5.7388,20.2982,-45.9016,-25.0,25.1342,4.2364,16.4079,5.0948,4.1638,5.0857,1.2004,0.2309,0.1615,0.0,-72.9816
F,Q2 2023,8.3908,11.8537,36.3636,-2.1739,-38.3781,4.2644,16.6459,5.4745,4.3962,5.0999,1.2049,0.2614,0.169,0.0,-64.7868
F,Q3 2023,-2.5648,11.1926,-24.4444,-34.6154,0.7983,2.7374,14.2759,2.5776,2.708,5.0546,1.2104,0.2636,0.1634,0.0,-74.181
F,Q4 2023,4.9337,4.4615,-20.5882,-55.7377,-12.3149,-1.1444,11.0961,-0.533,-1.229,5.386,1.1965,0.2449,0.1682,0.0,-109.6838
F,Q1 2024,-6.9296,3.1417,62.963,33.3333,-17.1565,3.1138,14.7299,2.8637,3.1051,5.3953,2.2273,0.3642,0.1559,0.0,-81.2961
F,Q2 2024,11.761,6.3487,34.0909,31.1111,-5.505,3.8299,15.3092,3.9387,4.2,5.3444,2.2093,0.3658,0.1729,0.0,-65.963
F,Q3 2024,-3.3718,5.4679,-16.9492,44.1176,-5.7247,1.9309,13.0487,1.9049,2.0118,5.4739,2.1948,0.4114,0.1609,0.0,-88.127
F,Q4 2024,4.3618,4.8932,-20.4082,44.4444,0.4317,3.7834,14.3328,2.5534,4.0662,5.3578,2.3194,0.4274,0.169,0.0,-79.3153
GILD,Q1 2021,-13.4483,15.7714,-5.0505,21.2903,10.7156,26.9189,78.8105,45.9598,9.1173,2.559,1.3682,0.4189,0.0952,1.0,137.3448
GILD,Q2 2021,-3.2072,20.8828,-7.4468,7.4074,30.4166,24.4813,77.6419,38.3465,7.722,2.4492,1.3633,0.479,0.0914,1.0,101.9667
GILD,Q3 2021,19.3663,12.8326,-5.7471,-0.6061,-4.53,34.9279,83.5197,52.6479,12.0721,2.1251,1.3656,0.4258,0.1106,1.0,194.8143
GILD,Q4 2021,-2.3851,-2.3851,-6.0976,-22.2222,-28.6141,5.2733,63.7355,22.2115,1.8135,2.226,1.2724,0.4598,0.1066,0.0,-54.6119
GILD,Q1 2022,-9.0282,2.6,11.6883,-8.5106,-13.1714,0.2883,78.3915,44.0819,0.0954,2.1675,1.4757,0.502,0.1045,0.0,-97.8429
GILD,Q2 2022,-5.0076,0.6917,-9.8837,-10.9195,-20.1911,18.2748,76.9649,37.6837,5.6592,2.1101,1.429,0.514,0.0996,1.0,12.4444
GILD,Q3 2022,12.492,-5.1071,1.2903,-4.2683,-17.9397,25.4047,80.1903,46.6487,8.496,1.9708,1.3004,0.4508,0.1126,1.0,63.8506
GILD,Q4 2022,4.9276,2.0017,-8.9172,-7.1429,4.3868,22.1952,81.1071,32.8191,7.7326,1.9785,1.2853,0.4816,0.117,1.0,47.0674
GILD,Q1 2023,-14.0344,-3.6115,17.4825,-2.3256,-6.2116,15.9005,77.944,34.3986,4.8233,1.9549,1.2782,0.4689,0.1027,0.0,-10.0778
GILD,Q2 2023,3.8885,5.4153,0.5952,9.0323,4.7237,15.8206,78.1482,28.8074,4.949,1.9551,1.0231,0.4085,0.1059,0.0,-20.3905
GILD,Q3 2023,6.8495,0.1278,10.6509,19.1083,5.2349,30.9318,77.8046,38.491,9.8053,1.8042,1.3377,0.4776,0.113,1.0,49.3675
GILD,Q4 2023,0.8935,-3.7217,-1.6043,28.6713,-5.7234,20.059,70.6213,28.226,6.2728,1.7309,1.426,0.5395,0.1145,0.0,-13.9549
GILD,Q1 2024,-6.0163,5.2582,-13.587,-5.3571,8.8697,-62.3691,76.7873,33.4879,-23.8927,2.2253,1.0787,0.3625,0.1188,0.0,-332.2222
GILD,Q2 2024,4.0084,5.3796,0.6289,-5.3254,-0.0357,23.2097,77.797,38.5677,8.8701,1.9445,1.1426,0.2571,0.1298,0.0,-13.7133
GILD,Q3 2024,8.4987,7.0061,6.875,-8.5561,6.8783,16.607,79.1385,41.6567,6.8127,1.9646,1.2607,0.4296,0.1384,0.0,-37.2
GILD,Q4 2024,0.3181,6.3958,-6.4327,-13.0435,10.1176,23.5434,79.1122,32.2368,9.2586,2.0652,1.5972,0.8323,0.1283,0.0,-14.4311
